CODE ADHERENT;NOM FOURNISSEUR;TYPE DE PIECE;DOCUMENT NUMBER;DATE;LIGNE_FACTURE;FAMILLE;REF PRODUIT;LIBELEE PRODUIT;ETAT DEPOT;QUANTITE;VAT rate;PRIX D'ACHAT CATALOGUE HT;PRIX D'ACHAT REEL HT;PRIX D'ACHAT REEL TTC;DELIVERY NOTE NUMBER;DELIVERY NOTE Date;CUST.REF;ANCIEN N° SERIE ;N° SERIE
GA205;STARKEY;FA;21549133;2022-12-02;1;REPA;RRCICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227284;2022-12-01;;;7021161479
GA205;STARKEY;FA;21549133;2022-12-02;2;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,51;4227286;2022-12-01;;;7022481058
GA205;STARKEY;FA;21549133;2022-12-02;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4227286;2022-12-01;;;
GA205;STARKEY;FA;21549133;2022-12-02;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227286;2022-12-01;;;
GA205;STARKEY;FA;21549133;2022-12-02;5;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,50;4227286;2022-12-01;;;7022481057
GA205;STARKEY;FA;21549133;2022-12-02;6;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227286;2022-12-01;;;
GA205;STARKEY;FA;21549133;2022-12-02;7;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228288;2022-12-02;;;7022401379
GA205;STARKEY;FA;21549133;2022-12-02;8;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228288;2022-12-02;;;7022401378
INNO004;STARKEY;FA;21549134;2022-12-02;1;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227298;2022-12-01;;;7022321039
GA007;STARKEY;FA;21549135;2022-12-02;1;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227357;2022-12-01;;;7019461213
GA007;STARKEY;FA;21549135;2022-12-02;2;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227357;2022-12-01;;;7019461212
UNIS002;STARKEY;FA;21549136;2022-12-02;1;REPA;RRIICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227512;2022-12-01;;;7019441563
ARI004;STARKEY;FA;21549137;2022-12-02;1;AC;52964-006;KIT DE 32 PROTECTIONS MICRO HEAR CLEAR PLUS SMALL CBN;;1;0550;16,00;16,00;16,88;4227792;2022-12-02;;;
ARI004;STARKEY;FA;21549137;2022-12-02;2;AC;52963-023;KIT DE 4 PROTECTIONS MICRO HEAR CLEAR PLUS SMALL PNK;;3;0550;2,00;6,00;6,33;4227792;2022-12-02;;;
ARI004;STARKEY;FA;21549137;2022-12-02;3;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4227792;2022-12-02;;;
INNO017;STARKEY;FA;21549138;2022-12-02;1;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227803;2022-12-02;;;200315937
INNO017;STARKEY;FA;21549138;2022-12-02;2;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4227804;2022-12-02;;;200315938
UNIS005;STARKEY;FA;21549139;2022-12-02;1;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,51;4227855;2022-12-02;;;7022471868
UNIS005;STARKEY;FA;21549139;2022-12-02;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4227855;2022-12-02;;;
UNIS005;STARKEY;FA;21549139;2022-12-02;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227855;2022-12-02;;;
UNIS005;STARKEY;FA;21549139;2022-12-02;4;PR;63327-SHT;STARKEY EVOLV AI 2400 IIC NW;;1;0550;1265,00;546,45;576,50;4227855;2022-12-02;;;7022471867
UNIS005;STARKEY;FA;21549139;2022-12-02;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227855;2022-12-02;;;
INNO008;STARKEY;FA;21549140;2022-12-02;1;PR;SA TN7I;STARKEY MUSE IQ i1600 CIC;;1;0550;908,00;384,59;405,75;4227860;2022-12-02;;;7022481148
INNO008;STARKEY;FA;21549140;2022-12-02;2;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4227860;2022-12-02;;;
INNO008;STARKEY;FA;21549140;2022-12-02;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227860;2022-12-02;;;
INNO008;STARKEY;FA;21549140;2022-12-02;4;PR;SA TN7I;STARKEY MUSE IQ i1600 CIC;;1;0550;908,00;384,59;405,74;4227860;2022-12-02;;;7022481147
INNO008;STARKEY;FA;21549140;2022-12-02;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227860;2022-12-02;;;
GF001;STARKEY;FA;21549141;2022-12-02;1;EMB;EM2119;STARKEY AQUALYPSO;;1;2000;27,00;19,00;22,80;4227901;2022-12-02;;;EF22480077
GF001;STARKEY;FA;21549141;2022-12-02;2;EMB;EM2119;STARKEY AQUALYPSO;;1;2000;27,00;19,00;22,80;4227901;2022-12-02;;;EF22480076
GF001;STARKEY;FA;21549141;2022-12-02;3;OPT;4028;OPTION CORDELETTE JAUNE EN VINYL;;1;0550;2,40;2,40;2,53;4227901;2022-12-02;;;
GF001;STARKEY;FA;21549141;2022-12-02;4;PT;PT1;PORT TNT ALLER / RETOUR;;1;2000;28,75;28,75;34,50;4227901;2022-12-02;;;
GF001;STARKEY;FA;21549141;2022-12-02;5;EMB;EM2119;STARKEY AQUALYPSO;;1;2000;27,00;19,00;22,80;4227902;2022-12-02;;;EF22480082
GF001;STARKEY;FA;21549141;2022-12-02;6;EMB;EM2119;STARKEY AQUALYPSO;;1;2000;27,00;19,00;22,80;4227902;2022-12-02;;;EF22480081
GF001;STARKEY;FA;21549141;2022-12-02;7;OPT;4027;OPTION CORDELETTE VERTE EN VINYL;;1;0550;2,40;2,40;2,53;4227902;2022-12-02;;;
INNO016;STARKEY;FA;21549142;2022-12-02;1;AC;18616-134;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 4 Courbe;;1;0550;29,00;14,00;14,77;4227943;2022-12-02;;;
INNO016;STARKEY;FA;21549142;2022-12-02;2;AC;18617-134;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 4 Courbe;;1;0550;29,00;14,00;14,77;4227943;2022-12-02;;;
INNO016;STARKEY;FA;21549142;2022-12-02;3;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4227943;2022-12-02;;;
INNO016;STARKEY;FA;21549142;2022-12-02;4;TEL;43005-001;TV STREAMER 2.4 GHz;;1;0550;158,00;135,00;142,43;4227943;2022-12-02;;;223050337B
INNO016;STARKEY;FA;21549142;2022-12-02;5;AC;43106-000;CHARGEUR BTE/RIC (sans batterie embarquée);;1;0550;158,00;80,00;84,40;4227943;2022-12-02;;;2223A04W3F
INNO016;STARKEY;FA;21549142;2022-12-02;6;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4227943;2022-12-02;;;
INNO016;STARKEY;FA;21549142;2022-12-02;7;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228600;2022-12-02;;;191155559
INNO016;STARKEY;FA;21549142;2022-12-02;8;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228601;2022-12-02;;;191155564
INNO018;STARKEY;FA;21549143;2022-12-02;1;REPA;RRCICR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228057;2022-12-02;;;7017441397
GA003;STARKEY;FA;21549144;2022-12-02;1;REPA;RSCICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228147;2022-12-02;;;7022411686
GA003;STARKEY;FA;21549144;2022-12-02;2;REPA;RSCICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228147;2022-12-02;;;7022411685
GA304;STARKEY;FA;21549145;2022-12-02;1;AC;18616-131;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 1 Courbe;;1;0550;29,00;14,00;14,77;4228282;2022-12-02;;;
GA304;STARKEY;FA;21549145;2022-12-02;2;AC;18617-131;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 1 Courbe;;1;0550;29,00;14,00;14,77;4228282;2022-12-02;;;
GA304;STARKEY;FA;21549145;2022-12-02;3;AC;43061-000;CHARGEUR BTE/RIC PREMIUM (avec batterie embarquée);;1;0550;178,00;80,00;84,40;4228282;2022-12-02;;;2229600T9E
GA304;STARKEY;FA;21549145;2022-12-02;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4228282;2022-12-02;;;
GA304;STARKEY;FA;21549145;2022-12-02;5;AC;18616-131;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 1 Courbe;;1;0550;29,00;14,00;14,77;4228282;2022-12-02;;;
GA304;STARKEY;FA;21549145;2022-12-02;6;AC;18617-131;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 1 Courbe;;1;0550;29,00;14,00;14,77;4228282;2022-12-02;;;
GA304;STARKEY;FA;4540581;2022-12-02;7;PR;63290-111;STARKEY EVOLV AI 2000 RIC R Sterling;ENVOI_DEPOT;1;0550;1255,00;466,68;492,35;4228282;2022-12-02;;;221821660
GA304;STARKEY;FA;4540581;2022-12-02;8;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4228282;2022-12-02;;;
GA304;STARKEY;FA;4540581;2022-12-02;9;PR;63290-111;STARKEY EVOLV AI 2000 RIC R Sterling;ENVOI_DEPOT;1;0550;1255,00;466,68;492,35;4228282;2022-12-02;;;221821676
GA304;STARKEY;FA;4540581;2022-12-02;10;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4228282;2022-12-02;;;
GA304;STARKEY;FA;4540581;2022-12-02;11;PR;63290-102;STARKEY EVOLV AI 2000 RIC R Bronze;ENVOI_DEPOT;1;0550;1255,00;466,68;492,35;4228282;2022-12-02;;;221783483
GA304;STARKEY;FA;4540581;2022-12-02;12;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4228282;2022-12-02;;;
GA304;STARKEY;FA;4540581;2022-12-02;13;PR;63290-102;STARKEY EVOLV AI 2000 RIC R Bronze;ENVOI_DEPOT;1;0550;1255,00;466,68;492,35;4228282;2022-12-02;;;221783291
GA304;STARKEY;FA;4540581;2022-12-02;14;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4228282;2022-12-02;;;
INNO003;STARKEY;FA;21549146;2022-12-02;1;REPA;RSCICM3;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228451;2022-12-02;;;7022441170
552;STARKEY;FA;21549147;2022-12-02;1;REPA;RRCICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228663;2022-12-02;;;7022431053
UNIS004;STARKEY;FA;21549148;2022-12-02;1;REPA;RRCCR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228681;2022-12-02;;;7022080124
UNIS004;STARKEY;FA;21549148;2022-12-02;2;REPA;RRCCR2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4228681;2022-12-02;;;7022080123
;STARKEY;FA;21549282;2022-12-02;1;AC;43085-000;CHARGEUR INTRA (sans batterie embarquée);;1;0000;158,00;80,00;80,00;4226644;2022-12-01;;;221678280A
;STARKEY;FA;21549282;2022-12-02;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4226644;2022-12-01;;;
;STARKEY;FA;21549282;2022-12-02;3;PT;PT10;PORT INTERNATIONAL;;1;0000;20,00;20,00;20,00;4226644;2022-12-01;;;
;STARKEY;FA;21549283;2022-12-02;1;PO;51535-000;FLEX PROGRAMMATION IIC A L'UNITE;;2;0000;26,00;52,00;52,00;4227031;2022-12-01;;;
;STARKEY;FA;21549283;2022-12-02;2;AC;12522-000;BOITE DE 8 PROTECTIONS ECOUTEUR (HearClear);;30;0000;3,60;108,00;108,00;4227872;2022-12-02;;;
;STARKEY;FA;21549283;2022-12-02;3;PT;PT10;PORT INTERNATIONAL;;1;0000;20,00;20,00;20,00;4227872;2022-12-02;;;
;STARKEY;FA;21549284;2022-12-02;1;PR;63324-SHT;STARKEY EVOLV AI 1600 CIC;;1;0000;1013,00;287,49;287,49;4227980;2022-12-02;PAGNANO ;;7022481441
;STARKEY;FA;21549284;2022-12-02;2;PT;PT10;PORT INTERNATIONAL;;1;0000;20,00;20,00;20,00;4227980;2022-12-02;PAGNANO ;;
;STARKEY;FA;21549284;2022-12-02;3;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4227980;2022-12-02;PAGNANO ;;
;STARKEY;FA;21549284;2022-12-02;4;PR;63324-SHT;STARKEY EVOLV AI 1600 CIC;;1;0000;1013,00;287,49;287,49;4227980;2022-12-02;PAGNANO ;;7022481440
;STARKEY;FA;21549284;2022-12-02;5;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0000;0,02;0,02;0,02;4227980;2022-12-02;PAGNANO ;;
;STARKEY;FA;21549443;2022-12-06;1;RRR;LIBRFA;REMISE CONTRACTUELLE;;1;0550;0,00;79725,94;84110,87;4230489;2022-12-06;;;
INNO004;STARKEY;FA;21551069;2022-12-09;1;PR;63290-105;STARKEY EVOLV AI 2000 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1255,00;466,68;492,35;4206558;2022-11-04;;;222157089
INNO004;STARKEY;FA;21551069;2022-12-09;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4206558;2022-11-04;;;
INNO004;STARKEY;FA;21551069;2022-12-09;3;PR;63290-105;STARKEY EVOLV AI 2000 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1255,00;466,68;492,35;4206558;2022-11-04;;;222157105
INNO004;STARKEY;FA;21551069;2022-12-09;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4206558;2022-11-04;;;
INNO004;STARKEY;FA;21551069;2022-12-09;5;REPA;RRCCR7;REPARATION PAYANTE HORS CADRE GARANTIE;;1;0550;0,00;141,00;148,76;4230157;2022-12-06;;;7019160319
INNO004;STARKEY;FA;21551069;2022-12-09;6;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,28;4230305;2022-12-06;;;7022481560
INNO004;STARKEY;FA;21551069;2022-12-09;7;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4230305;2022-12-06;;;
INNO004;STARKEY;FA;21551069;2022-12-09;8;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230305;2022-12-06;;;
INNO004;STARKEY;FA;21551069;2022-12-09;9;PR;63322-SHT;STARKEY EVOLV AI 2400 CIC;;1;0550;1255,00;493,16;520,28;4230305;2022-12-06;;;7022481559
INNO004;STARKEY;FA;21551069;2022-12-09;10;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4230305;2022-12-06;;;
INNO004;STARKEY;FA;21551069;2022-12-09;11;AC;18616-133;ECOUTEUR RIC SNAPFIT 50dB DROIT Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4232190;2022-12-08;;;
INNO004;STARKEY;FA;21551069;2022-12-09;12;AC;18617-133;ECOUTEUR RIC SNAPFIT 50dB GAUCHE Taille 3 Courbe;;1;0550;29,00;14,00;14,77;4232190;2022-12-08;;;
INNO004;STARKEY;FA;21551069;2022-12-09;13;PT;PT14;RETOUR TNT FRANCE;;1;2000;12,25;12,25;14,70;4232190;2022-12-08;;;
INNO004;STARKEY;FA;21551069;2022-12-09;14;AC;43106-000;CHARGEUR BTE/RIC (sans batterie embarquée);;1;0550;158,00;80,00;84,40;4232190;2022-12-08;;;2225A0AG7F
INNO004;STARKEY;FA;21551069;2022-12-09;15;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;;1;0550;0,02;0,02;0,02;4232190;2022-12-08;;;
INNO004;STARKEY;FA;4545015;2022-12-08;16;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4232190;2022-12-08;;;221861638
INNO004;STARKEY;FA;4545015;2022-12-08;17;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4232190;2022-12-08;;;
INNO004;STARKEY;FA;4545015;2022-12-08;18;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ENVOI_DEPOT;1;0550;1517,00;505,47;533,27;4232190;2022-12-08;;;221861637
INNO004;STARKEY;FA;4545015;2022-12-08;19;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ENVOI_DEPOT;1;0550;0,02;0,02;0,02;4232190;2022-12-08;;;
UNIS002;STARKEY;FA;21551070;2022-12-09;1;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1517,00;505,47;533,27;4209911;2022-11-09;;;221542902
UNIS002;STARKEY;FA;21551070;2022-12-09;2;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4209911;2022-11-09;;;
UNIS002;STARKEY;FA;21551070;2022-12-09;3;PR;63289-105;STARKEY EVOLV AI 2400 RIC R Slate;ACCEPTATION_DEPOT;1;0550;1517,00;505,47;533,27;4209911;2022-11-09;;;222155098
UNIS002;STARKEY;FA;21551070;2022-12-09;4;CONT;CONTENVT;CONTRIBUTION ENVIRONNEMENTALE;ACCEPTATION_DEPOT;1;0550;0,02;0,02;0,02;4209911;2022-11-09;;;
UNIS002;STARKEY;FA;21551070;2022-12-09;5;PD;79161-000;Frais de Retour sur Aides Auditives;;1;0550;30,00;30,00;31,65;4228937;2022-12-05;;;
UNIS002;STARKEY;FA;21551070;2022-12-09;6;REPA;RRRICM2;REPARATION SOUS GARANTIE;;1;0550;0,00;0,00;0,00;4229856;2022-12-05;;;190766121
